Date,Model,Category,ELO_Score
2025-05-22,gemini-exp-1206,creative_writing,1378.11
2025-05-22,gemini-2.5-flash-preview-04-17,creative_writing,1377.27
2025-05-22,gemini-exp-1121,creative_writing,1374.01
2025-05-22,gemini-2.0-flash-thinking-exp-1219,creative_writing,1368.85
2025-05-22,gemini-2.0-pro-exp-02-05,creative_writing,1367.08
2025-05-22,gpt-4.5-preview-2025-02-27,creative_writing,1366.61
2025-05-22,gemini-2.0-flash-thinking-exp-01-21,creative_writing,1365.87
2025-05-22,gemini-exp-1114,creative_writing,1354.44
2025-05-22,gemini-2.0-flash-exp,creative_writing,1353.21
2025-05-22,hunyuan-turbos-20250416,creative_writing,1350.39
2025-05-22,deepseek-v3-0324,creative_writing,1349.19
2025-05-22,chatgpt-4o-latest-20240903,creative_writing,1346.13
2025-05-22,o3-2025-04-16,creative_writing,1345.22
2025-05-22,gpt-4.1-2025-04-14,creative_writing,1345.02
2025-05-22,gemma-3-27b-it,creative_writing,1333.68
2025-05-22,deepseek-r1,creative_writing,1330.82
2025-05-22,gemini-2.0-flash-001,creative_writing,1324.44
2025-05-22,o1-2024-12-17,creative_writing,1320.97
2025-05-22,mistral-medium-2505,creative_writing,1310.88
2025-05-22,qwen2.5-max,creative_writing,1310.42
2025-05-22,gemma-3-12b-it,creative_writing,1309.71
2025-05-22,deepseek-v3,creative_writing,1307.07
2025-05-22,gemini-1.5-pro-002,creative_writing,1307.06
2025-05-22,chatgpt-4o-latest-20240808,creative_writing,1305.78
2025-05-22,gemini-1.5-pro-exp-0801,creative_writing,1305.35
2025-05-22,claude-3-7-sonnet-20250219-thinking-32k,creative_writing,1302.5
2025-05-22,step-2-16k-exp-202412,creative_writing,1301.85
2025-05-22,gemini-1.5-pro-exp-0827,creative_writing,1298.2
2025-05-22,gemini-2.0-flash-lite-preview-02-05,creative_writing,1297.28
2025-05-22,o1-preview,creative_writing,1296.3
2025-05-22,claude-3-7-sonnet-20250219,creative_writing,1294.27
2025-05-22,o4-mini-2025-04-16,creative_writing,1291.75
2025-05-22,llama-3.1-nemotron-ultra-253b-v1,creative_writing,1291.69
2025-05-22,gpt-4.1-mini-2025-04-14,creative_writing,1289.18
2025-05-22,command-a-03-2025,creative_writing,1285.61
2025-05-22,qwen3-235b-a22b,creative_writing,1283.54
2025-05-22,glm-4-plus-0111,creative_writing,1282.83
2025-05-22,qwen3-32b,creative_writing,1280.96
2025-05-22,qwq-32b,creative_writing,1271.72
2025-05-22,gemma-3n-e4b-it,creative_writing,1269.95
2025-05-22,qwen-plus-0125,creative_writing,1268.1
2025-05-22,gpt-4o-2024-05-13,creative_writing,1266.25
2025-05-22,llama-3.3-nemotron-49b-super-v1,creative_writing,1265.89
2025-05-22,o3-mini-high,creative_writing,1265.48
2025-05-22,claude-3-5-sonnet-20241022,creative_writing,1265.14
2025-05-22,gemini-1.5-flash-002,creative_writing,1263.3
2025-05-22,deepseek-v2.5-1210,creative_writing,1263.01
2025-05-22,grok-2-2024-08-13,creative_writing,1260.35
2025-05-22,yi-lightning,creative_writing,1258.1
2025-05-22,gemini-1.5-pro-001,creative_writing,1252.57
2025-05-22,gemini-advanced-0514,creative_writing,1252.28
2025-05-22,gemini-1.5-flash-exp-0827,creative_writing,1251.79
2025-05-22,gpt-4o-2024-08-06,creative_writing,1251.6
2025-05-22,hunyuan-turbos-20250226,creative_writing,1251.54
2025-05-22,gemini-1.5-pro-api-0409-preview,creative_writing,1251.08
2025-05-22,gemma-3-4b-it,creative_writing,1251.08
2025-05-22,hunyuan-turbo-0110,creative_writing,1250.51
2025-05-22,mistral-small-3.1-24b-instruct-2503,creative_writing,1247.58
2025-05-22,llama-3.1-nemotron-70b-instruct,creative_writing,1246.56
2025-05-22,o3-mini,creative_writing,1246.35
2025-05-22,gpt-4o-mini-2024-07-18,creative_writing,1246.06
2025-05-22,hunyuan-large-2025-02-10,creative_writing,1243.77
2025-05-22,gpt-4-turbo-2024-04-09,creative_writing,1243.46
2025-05-22,gpt-4.1-nano-2025-04-14,creative_writing,1242.78
2025-05-22,glm-4-plus,creative_writing,1240.92
2025-05-22,llama-3.1-405b-instruct-fp8,creative_writing,1240.74
2025-05-22,qwen3-30b-a3b,creative_writing,1238.66
2025-05-22,qwen2.5-plus-1127,creative_writing,1238.33
2025-05-22,llama-3.1-405b-instruct-bf16,creative_writing,1237.99
2025-05-22,yi-lightning-lite,creative_writing,1237.39
2025-05-22,llama-3.3-70b-instruct,creative_writing,1231.7
2025-05-22,llama-4-maverick-17b-128e-instruct,creative_writing,1227.99
2025-05-22,qwen-max-0919,creative_writing,1226.12
2025-05-22,gpt-4-1106-preview,creative_writing,1224.73
2025-05-22,grok-2-mini-2024-08-13,creative_writing,1222.98
2025-05-22,mistral-large-2411,creative_writing,1222.89
2025-05-22,o1-mini,creative_writing,1222.64
2025-05-22,mistral-large-2407,creative_writing,1222.54
2025-05-22,gemma-2-27b-it,creative_writing,1221.32
2025-05-22,gemma-2-9b-it-simpo,creative_writing,1221.1
2025-05-22,hunyuan-standard-2025-02-10,creative_writing,1220.23
2025-05-22,claude-3-5-sonnet-20240620,creative_writing,1219.17
2025-05-22,reka-core-20240722,creative_writing,1217.96
2025-05-22,yi-large-preview,creative_writing,1217.21
2025-05-22,claude-3-opus-20240229,creative_writing,1216.39
2025-05-22,athene-70b-0725,creative_writing,1216.39
2025-05-22,deepseek-v2.5,creative_writing,1216.12
2025-05-22,reka-core-20240904,creative_writing,1215.91
2025-05-22,llama-3.1-70b-instruct,creative_writing,1215.15
2025-05-22,athene-v2-chat,creative_writing,1215.01
2025-05-22,gpt-4-0125-preview,creative_writing,1214.96
2025-05-22,llama-3.1-tulu-3-70b,creative_writing,1213.3
2025-05-22,command-r-plus-08-2024,creative_writing,1212.82
2025-05-22,claude-3-5-haiku-20241022,creative_writing,1212.32
2025-05-22,gemini-1.5-flash-001,creative_writing,1204.92
2025-05-22,qwen2.5-72b-instruct,creative_writing,1204.19
2025-05-22,gemini-1.5-flash-8b-001,creative_writing,1198.89
2025-05-22,qwen-plus-0828,creative_writing,1196.4
2025-05-22,amazon-nova-pro-v1.0,creative_writing,1195.73
2025-05-22,jamba-1.5-large,creative_writing,1195.45
2025-05-22,llama-4-scout-17b-16e-instruct,creative_writing,1191.65
2025-05-22,gemini-1.5-flash-8b-exp-0827,creative_writing,1190.71
2025-05-22,llama-3-70b-instruct,creative_writing,1190.67
2025-05-22,llama-3.1-nemotron-51b-instruct,creative_writing,1189.98
2025-05-22,gemma-2-9b-it,creative_writing,1186.19
2025-05-22,deepseek-v2-api-0628,creative_writing,1185.66
2025-05-22,reka-flash-20240904,creative_writing,1184.4
2025-05-22,nemotron-4-340b-instruct,creative_writing,1183.87
2025-05-22,amazon-nova-lite-v1.0,creative_writing,1182.12
2025-05-22,c4ai-aya-expanse-32b,creative_writing,1181.06
2025-05-22,olmo-2-0325-32b-instruct,creative_writing,1180.2
2025-05-22,mistral-small-24b-instruct-2501,creative_writing,1180.16
2025-05-22,yi-large,creative_writing,1179.73
2025-05-22,command-r-plus,creative_writing,1176.49
2025-05-22,glm-4-0520,creative_writing,1175.17
2025-05-22,reka-flash-20240722,creative_writing,1174.74
2025-05-22,reka-core-20240501,creative_writing,1172.91
2025-05-22,bard-jan-24-gemini-pro,creative_writing,1168.98
2025-05-22,phi-4,creative_writing,1167.52
2025-05-22,deepseek-coder-v2-0724,creative_writing,1166.95
2025-05-22,gpt-4-0314,creative_writing,1166.13
2025-05-22,claude-3-sonnet-20240229,creative_writing,1164.28
2025-05-22,gpt-4-0613,creative_writing,1164.1
2025-05-22,llama-3.1-tulu-3-8b,creative_writing,1160.5
2025-05-22,qwen2-72b-instruct,creative_writing,1160.17
2025-05-22,amazon-nova-micro-v1.0,creative_writing,1158.6
2025-05-22,glm-4-0116,creative_writing,1156.96
2025-05-22,c4ai-aya-expanse-8b,creative_writing,1156.61
2025-05-22,command-r-08-2024,creative_writing,1156.12
2025-05-22,ministral-8b-2410,creative_writing,1155.98
2025-05-22,hunyuan-standard-256k,creative_writing,1154.35
2025-05-22,qwen2.5-coder-32b-instruct,creative_writing,1153.9
2025-05-22,qwen-max-0428,creative_writing,1153.84
2025-05-22,jamba-1.5-mini,creative_writing,1148.94
2025-05-22,claude-3-haiku-20240307,creative_writing,1139.59
2025-05-22,llama-3.1-8b-instruct,creative_writing,1137.53
2025-05-22,mistral-medium,creative_writing,1137.37
2025-05-22,command-r,creative_writing,1136.07
2025-05-22,mistral-large-2402,creative_writing,1135.79
2025-05-22,reka-flash-preview-20240611,creative_writing,1135.43
2025-05-22,llama-3-8b-instruct,creative_writing,1131.71
2025-05-22,wizardlm-70b,creative_writing,1129.65
2025-05-22,gemma-2-2b-it,creative_writing,1129.32
2025-05-22,qwen1.5-110b-chat,creative_writing,1126.4
2025-05-22,mixtral-8x22b-instruct-v0.1,creative_writing,1123.59
2025-05-22,yi-1.5-34b-chat,creative_writing,1122.14
2025-05-22,qwq-32b-preview,creative_writing,1121.8
2025-05-22,granite-3.1-8b-instruct,creative_writing,1117.75
2025-05-22,vicuna-33b,creative_writing,1113.39
2025-05-22,qwen1.5-72b-chat,creative_writing,1112.33
2025-05-22,mistral-next,creative_writing,1111.42
2025-05-22,claude-1,creative_writing,1111.01
2025-05-22,gemini-pro-dev-api,creative_writing,1110.12
2025-05-22,internlm2_5-20b-chat,creative_writing,1109.98
2025-05-22,reka-flash-21b-20240226-online,creative_writing,1108.08
2025-05-22,reka-flash-21b-20240226,creative_writing,1105.43
2025-05-22,deepseek-coder-v2,creative_writing,1105.29
2025-05-22,granite-3.1-2b-instruct,creative_writing,1103.91
2025-05-22,openchat-3.5,creative_writing,1103.29
2025-05-22,zephyr-orpo-141b-A35b-v0.1,creative_writing,1091.23
2025-05-22,mixtral-8x7b-instruct-v0.1,creative_writing,1090.5
2025-05-22,zephyr-7b-beta,creative_writing,1089.38
2025-05-22,phi-3-medium-4k-instruct,creative_writing,1088.39
2025-05-22,yi-34b-chat,creative_writing,1087.6
2025-05-22,tulu-2-dpo-70b,creative_writing,1086.81
2025-05-22,gpt-3.5-turbo-0613,creative_writing,1086.25
2025-05-22,nous-hermes-2-mixtral-8x7b-dpo,creative_writing,1081.71
2025-05-22,gemini-pro,creative_writing,1079.81
2025-05-22,openhermes-2.5-mistral-7b,creative_writing,1079.63
2025-05-22,starling-lm-7b-alpha,creative_writing,1079.31
2025-05-22,dbrx-instruct-preview,creative_writing,1079.08
2025-05-22,claude-2.0,creative_writing,1078.49
2025-05-22,llama-3.2-3b-instruct,creative_writing,1077.4
2025-05-22,gpt-3.5-turbo-0125,creative_writing,1075.85
2025-05-22,openchat-3.5-0106,creative_writing,1075.36
2025-05-22,starling-lm-7b-beta,creative_writing,1074.07
2025-05-22,llama2-70b-steerlm-chat,creative_writing,1072.5
2025-05-22,falcon-180b-chat,creative_writing,1071.69
2025-05-22,qwen1.5-14b-chat,creative_writing,1071.45
2025-05-22,wizardlm-13b,creative_writing,1070.13
2025-05-22,dolphin-2.2.1-mistral-7b,creative_writing,1067.36
2025-05-22,solar-10.7b-instruct-v1.0,creative_writing,1066.57
2025-05-22,gpt-3.5-turbo-0314,creative_writing,1065.95
2025-05-22,qwen1.5-32b-chat,creative_writing,1065.29
2025-05-22,phi-3-small-8k-instruct,creative_writing,1063.98
2025-05-22,snowflake-arctic-instruct,creative_writing,1061.68
2025-05-22,granite-3.0-8b-instruct,creative_writing,1059.36
2025-05-22,guanaco-33b,creative_writing,1057.2
2025-05-22,llama-2-70b-chat,creative_writing,1055.77
2025-05-22,mpt-30b-chat,creative_writing,1054.61
2025-05-22,mistral-7b-instruct-v0.2,creative_writing,1052.43
2025-05-22,zephyr-7b-alpha,creative_writing,1051.61
2025-05-22,gemma-1.1-7b-it,creative_writing,1047.26
2025-05-22,deepseek-llm-67b-chat,creative_writing,1042.75
2025-05-22,vicuna-13b,creative_writing,1040.68
2025-05-22,claude-instant-1,creative_writing,1036.58
2025-05-22,granite-3.0-2b-instruct,creative_writing,1035.38
2025-05-22,phi-3-mini-4k-instruct-june-2024,creative_writing,1033.63
2025-05-22,smollm2-1.7b-instruct,creative_writing,1026.82
2025-05-22,llama-2-13b-chat,creative_writing,1026.82
2025-05-22,pplx-70b-online,creative_writing,1026.31
2025-05-22,claude-2.1,creative_writing,1025.0
2025-05-22,llama-3.2-1b-instruct,creative_writing,1023.26
2025-05-22,phi-3-mini-4k-instruct,creative_writing,1020.65
2025-05-22,gpt-3.5-turbo-1106,creative_writing,1020.23
2025-05-22,llama-2-7b-chat,creative_writing,1017.12
2025-05-22,qwen1.5-7b-chat,creative_writing,1016.03
2025-05-22,mistral-7b-instruct,creative_writing,1013.58
2025-05-22,stripedhyena-nous-7b,creative_writing,1012.54
2025-05-22,qwen-14b-chat,creative_writing,1011.2
2025-05-22,codellama-34b-instruct,creative_writing,1011.19
2025-05-22,phi-3-mini-128k-instruct,creative_writing,1010.87
2025-05-22,gemma-7b-it,creative_writing,1005.67
2025-05-22,vicuna-7b,creative_writing,1000.2
2025-05-22,codellama-70b-instruct,creative_writing,987.35
2025-05-22,gemma-1.1-2b-it,creative_writing,987.06
2025-05-22,pplx-7b-online,creative_writing,983.77
2025-05-22,palm-2,creative_writing,974.44
2025-05-22,olmo-7b-instruct,creative_writing,973.05
2025-05-22,gemma-2b-it,creative_writing,965.82
2025-05-22,qwen1.5-4b-chat,creative_writing,952.29
2025-05-22,gpt4all-13b-snoozy,creative_writing,949.82
2025-05-22,chatglm3-6b,creative_writing,949.52
2025-05-22,koala-13b,creative_writing,948.75
2025-05-22,alpaca-13b,creative_writing,941.84
2025-05-22,mpt-7b-chat,creative_writing,935.08
2025-05-22,chatglm2-6b,creative_writing,925.98
2025-05-22,RWKV-4-Raven-14B,creative_writing,911.0
2025-05-22,oasst-pythia-12b,creative_writing,898.13
2025-05-22,chatglm-6b,creative_writing,878.95
2025-05-22,fastchat-t5-3b,creative_writing,877.71
2025-05-22,stablelm-tuned-alpha-7b,creative_writing,845.57
2025-05-22,dolly-v2-12b,creative_writing,841.32
2025-05-22,llama-13b,creative_writing,773.07
2025-05-22,gemini-2.5-pro-preview-05-06,english,1446.0
2025-05-22,gemini-2.5-pro-exp-03-25,english,1435.45
2025-05-22,o3-2025-04-16,english,1415.81
2025-05-22,chatgpt-4o-latest-20250326,english,1411.88
2025-05-22,gemini-2.5-flash-preview-05-20,english,1411.87
2025-05-22,early-grok-3,english,1408.22
2025-05-22,grok-3-preview-02-24,english,1406.39
2025-05-22,gpt-4.5-preview-2025-02-27,english,1395.53
2025-05-22,gemini-2.5-flash-preview-04-17,english,1390.21
2025-05-22,llama-4-maverick-03-26-experimental,english,1389.51
2025-05-22,deepseek-v3-0324,english,1384.46
2025-05-22,gemini-2.0-pro-exp-02-05,english,1382.89
2025-05-22,gemini-2.0-flash-thinking-exp-01-21,english,1382.47
2025-05-22,chatgpt-4o-latest-20250129,english,1378.14
2025-05-22,gemini-exp-1206,english,1375.97
2025-05-22,gpt-4.1-2025-04-14,english,1372.61
2025-05-22,hunyuan-turbos-20250416,english,1369.11
2025-05-22,chatgpt-4o-latest-20241120,english,1368.05
2025-05-22,deepseek-r1,english,1364.85
2025-05-22,gemini-2.0-flash-thinking-exp-1219,english,1363.39
2025-05-22,gemini-exp-1121,english,1363.33
2025-05-22,mistral-medium-2505,english,1362.92
2025-05-22,gemini-2.0-flash-001,english,1360.44
2025-05-22,o1-preview,english,1357.69
2025-05-22,gemini-2.0-flash-exp,english,1357.64
2025-05-22,o4-mini-2025-04-16,english,1355.05
2025-05-22,gemma-3-27b-it,english,1352.14
2025-05-22,o1-2024-12-17,english,1350.71
2025-05-22,chatgpt-4o-latest-20240903,english,1348.26
2025-05-22,qwen3-235b-a22b,english,1347.94
2025-05-22,qwen2.5-max,english,1344.87
2025-05-22,qwen3-32b,english,1341.05
2025-05-22,gemini-exp-1114,english,1339.57
2025-05-22,llama-3.3-nemotron-49b-super-v1,english,1333.14
2025-05-22,o3-mini-high,english,1332.95
2025-05-22,gpt-4.1-mini-2025-04-14,english,1331.87
2025-05-22,gemma-3-12b-it,english,1330.7
2025-05-22,qwq-32b,english,1328.7
2025-05-22,deepseek-v3,english,1326.42
2025-05-22,llama-3.1-nemotron-ultra-253b-v1,english,1325.72
2025-05-22,chatgpt-4o-latest-20240808,english,1325.35
2025-05-22,step-2-16k-exp-202412,english,1321.96
2025-05-22,o1-mini,english,1321.23
2025-05-22,qwen-plus-0125,english,1318.55
2025-05-22,command-a-03-2025,english,1316.84
2025-05-22,glm-4-plus-0111,english,1316.69
2025-05-22,o3-mini,english,1314.14
2025-05-22,gemini-2.0-flash-lite-preview-02-05,english,1312.68
2025-05-22,hunyuan-turbos-20250226,english,1312.42
2025-05-22,hunyuan-turbo-0110,english,1308.87
2025-05-22,claude-3-7-sonnet-20250219-thinking-32k,english,1307.75
2025-05-22,yi-lightning,english,1307.09
2025-05-22,qwen2.5-plus-1127,english,1301.92
2025-05-22,gemini-1.5-pro-002,english,1301.77
2025-05-22,grok-2-2024-08-13,english,1298.97
2025-05-22,gemini-1.5-pro-exp-0827,english,1297.66
2025-05-22,claude-3-7-sonnet-20250219,english,1297.61
2025-05-22,qwen3-30b-a3b,english,1297.52
2025-05-22,gemini-1.5-pro-exp-0801,english,1297.06
2025-05-22,llama-3.1-nemotron-70b-instruct,english,1293.08
2025-05-22,gemma-3n-e4b-it,english,1292.85
2025-05-22,gpt-4o-2024-05-13,english,1292.03
2025-05-22,llama-3.1-405b-instruct-bf16,english,1291.17
2025-05-22,llama-3.1-405b-instruct-fp8,english,1289.52
2025-05-22,deepseek-v2.5-1210,english,1289.27
2025-05-22,claude-3-5-sonnet-20241022,english,1286.4
2025-05-22,athene-v2-chat,english,1286.18
2025-05-22,gpt-4.1-nano-2025-04-14,english,1284.35
2025-05-22,llama-4-maverick-17b-128e-instruct,english,1282.63
2025-05-22,gpt-4o-mini-2024-07-18,english,1281.74
2025-05-22,llama-3.3-70b-instruct,english,1281.27
2025-05-22,gemma-3-4b-it,english,1281.22
2025-05-22,hunyuan-large-2025-02-10,english,1281.03
2025-05-22,grok-2-mini-2024-08-13,english,1279.62
2025-05-22,glm-4-plus,english,1276.94
2025-05-22,yi-lightning-lite,english,1276.03
2025-05-22,llama-3.1-70b-instruct,english,1275.12
2025-05-22,gpt-4o-2024-08-06,english,1274.14
2025-05-22,qwen-max-0919,english,1272.9
2025-05-22,mistral-small-3.1-24b-instruct-2503,english,1272.65
2025-05-22,gemini-1.5-flash-002,english,1270.46
2025-05-22,gpt-4-turbo-2024-04-09,english,1270.34
2025-05-22,claude-3-5-sonnet-20240620,english,1270.33
2025-05-22,mistral-large-2407,english,1267.7
2025-05-22,deepseek-v2.5,english,1267.7
2025-05-22,athene-70b-0725,english,1267.46
2025-05-22,gemini-1.5-flash-exp-0827,english,1266.19
2025-05-22,qwen2.5-72b-instruct,english,1265.29
2025-05-22,hunyuan-standard-2025-02-10,english,1264.95
2025-05-22,gemini-advanced-0514,english,1263.58
2025-05-22,mistral-large-2411,english,1262.92
2025-05-22,gemini-1.5-pro-api-0409-preview,english,1262.54
2025-05-22,gpt-4-1106-preview,english,1260.66
2025-05-22,gemini-1.5-pro-001,english,1260.35
2025-05-22,amazon-nova-pro-v1.0,english,1257.62
2025-05-22,gpt-4-0125-preview,english,1255.52
2025-05-22,llama-3-70b-instruct,english,1255.4
2025-05-22,llama-4-scout-17b-16e-instruct,english,1254.84
2025-05-22,llama-3.1-tulu-3-70b,english,1253.54
2025-05-22,jamba-1.5-large,english,1247.15
2025-05-22,qwen-plus-0828,english,1246.66
2025-05-22,llama-3.1-nemotron-51b-instruct,english,1246.33
2025-05-22,claude-3-5-haiku-20241022,english,1245.8
2025-05-22,yi-large-preview,english,1245.62
2025-05-22,claude-3-opus-20240229,english,1242.95
2025-05-22,reka-core-20240904,english,1237.49
2025-05-22,olmo-2-0325-32b-instruct,english,1236.07
2025-05-22,mistral-small-24b-instruct-2501,english,1235.47
2025-05-22,reka-core-20240722,english,1233.79
2025-05-22,qwen2.5-coder-32b-instruct,english,1231.2
2025-05-22,gemini-1.5-flash-001,english,1229.51
2025-05-22,deepseek-v2-api-0628,english,1228.0
2025-05-22,amazon-nova-lite-v1.0,english,1226.7
2025-05-22,gemma-2-9b-it-simpo,english,1225.57
2025-05-22,deepseek-coder-v2-0724,english,1224.11
2025-05-22,yi-large,english,1224.05
2025-05-22,gemma-2-27b-it,english,1223.99
2025-05-22,glm-4-0520,english,1219.51
2025-05-22,command-r-plus-08-2024,english,1218.93
2025-05-22,nemotron-4-340b-instruct,english,1215.82
2025-05-22,phi-4,english,1213.93
2025-05-22,gemini-1.5-flash-8b-001,english,1211.68
2025-05-22,bard-jan-24-gemini-pro,english,1210.67
2025-05-22,c4ai-aya-expanse-32b,english,1208.99
2025-05-22,amazon-nova-micro-v1.0,english,1207.57
2025-05-22,jamba-1.5-mini,english,1206.56
2025-05-22,reka-flash-20240904,english,1206.2
2025-05-22,glm-4-0116,english,1205.91
2025-05-22,gemini-1.5-flash-8b-exp-0827,english,1205.48
2025-05-22,reka-core-20240501,english,1205.02
2025-05-22,claude-3-sonnet-20240229,english,1204.39
2025-05-22,reka-flash-20240722,english,1203.25
2025-05-22,llama-3.1-8b-instruct,english,1200.55
2025-05-22,qwen2-72b-instruct,english,1200.22
2025-05-22,gemma-2-9b-it,english,1199.63
2025-05-22,hunyuan-standard-256k,english,1199.11
2025-05-22,llama-3.1-tulu-3-8b,english,1198.18
2025-05-22,ministral-8b-2410,english,1197.25
2025-05-22,qwen-max-0428,english,1197.08
2025-05-22,gpt-4-0314,english,1193.49
2025-05-22,llama-3-8b-instruct,english,1192.85
2025-05-22,yi-1.5-34b-chat,english,1192.48
2025-05-22,command-r-plus,english,1192.23
2025-05-22,claude-3-haiku-20240307,english,1186.61
2025-05-22,internlm2_5-20b-chat,english,1186.02
2025-05-22,command-r-08-2024,english,1183.68
2025-05-22,qwen1.5-110b-chat,english,1179.63
2025-05-22,c4ai-aya-expanse-8b,english,1179.37
2025-05-22,deepseek-coder-v2,english,1179.28
2025-05-22,gpt-4-0613,english,1177.08
2025-05-22,granite-3.1-8b-instruct,english,1175.77
2025-05-22,mistral-large-2402,english,1175.38
2025-05-22,reka-flash-preview-20240611,english,1171.29
2025-05-22,llama-3.2-3b-instruct,english,1169.84
2025-05-22,qwq-32b-preview,english,1168.41
2025-05-22,mistral-medium,english,1166.95
2025-05-22,mixtral-8x22b-instruct-v0.1,english,1165.56
2025-05-22,reka-flash-21b-20240226-online,english,1165.0
2025-05-22,qwen1.5-72b-chat,english,1164.28
2025-05-22,gemma-2-2b-it,english,1163.84
2025-05-22,granite-3.1-2b-instruct,english,1158.48
2025-05-22,claude-1,english,1158.48
2025-05-22,reka-flash-21b-20240226,english,1155.07
2025-05-22,command-r,english,1152.4
2025-05-22,zephyr-orpo-141b-A35b-v0.1,english,1147.93
2025-05-22,phi-3-medium-4k-instruct,english,1146.81
2025-05-22,mixtral-8x7b-instruct-v0.1,english,1143.23
2025-05-22,claude-2.0,english,1143.23
2025-05-22,mistral-next,english,1139.03
2025-05-22,qwen1.5-32b-chat,english,1138.93
2025-05-22,granite-3.0-8b-instruct,english,1137.58
2025-05-22,gemini-pro-dev-api,english,1137.53
2025-05-22,starling-lm-7b-beta,english,1136.89
2025-05-22,phi-3-small-8k-instruct,english,1135.42
2025-05-22,yi-34b-chat,english,1135.29
2025-05-22,dbrx-instruct-preview,english,1132.88
2025-05-22,wizardlm-70b,english,1127.43
2025-05-22,gpt-3.5-turbo-0613,english,1127.25
2025-05-22,gemini-pro,english,1126.93
2025-05-22,claude-instant-1,english,1126.05
2025-05-22,claude-2.1,english,1125.89
2025-05-22,llama-2-70b-chat,english,1125.56
2025-05-22,qwen1.5-14b-chat,english,1124.55
2025-05-22,tulu-2-dpo-70b,english,1120.84
2025-05-22,gpt-3.5-turbo-0125,english,1116.05
2025-05-22,vicuna-33b,english,1115.6
2025-05-22,starling-lm-7b-alpha,english,1112.57
2025-05-22,phi-3-mini-4k-instruct-june-2024,english,1111.4
2025-05-22,gpt-3.5-turbo-0314,english,1111.18
2025-05-22,mistral-7b-instruct-v0.2,english,1110.85
2025-05-22,openchat-3.5-0106,english,1109.86
2025-05-22,llama-3.2-1b-instruct,english,1109.75
2025-05-22,granite-3.0-2b-instruct,english,1108.44
2025-05-22,gemma-1.1-7b-it,english,1108.06
2025-05-22,nous-hermes-2-mixtral-8x7b-dpo,english,1106.9
2025-05-22,snowflake-arctic-instruct,english,1106.52
2025-05-22,phi-3-mini-4k-instruct,english,1101.91
2025-05-22,openhermes-2.5-mistral-7b,english,1101.05
2025-05-22,llama2-70b-steerlm-chat,english,1098.3
2025-05-22,pplx-70b-online,english,1095.62
2025-05-22,openchat-3.5,english,1093.84
2025-05-22,deepseek-llm-67b-chat,english,1092.95
2025-05-22,llama-2-13b-chat,english,1090.21
2025-05-22,solar-10.7b-instruct-v1.0,english,1089.77
2025-05-22,dolphin-2.2.1-mistral-7b,english,1089.07
2025-05-22,smollm2-1.7b-instruct,english,1086.18
2025-05-22,qwen1.5-7b-chat,english,1083.39
2025-05-22,zephyr-7b-beta,english,1082.36
2025-05-22,gpt-3.5-turbo-1106,english,1081.39
2025-05-22,wizardlm-13b,english,1079.67
2025-05-22,codellama-70b-instruct,english,1074.59
2025-05-22,mpt-30b-chat,english,1072.91
2025-05-22,llama-2-7b-chat,english,1070.38
2025-05-22,zephyr-7b-alpha,english,1068.06
2025-05-22,pplx-7b-online,english,1067.85
2025-05-22,codellama-34b-instruct,english,1063.82
2025-05-22,phi-3-mini-128k-instruct,english,1063.11
2025-05-22,gemma-7b-it,english,1061.32
2025-05-22,guanaco-33b,english,1057.88
2025-05-22,vicuna-13b,english,1057.63
2025-05-22,falcon-180b-chat,english,1055.32
2025-05-22,olmo-7b-instruct,english,1047.5
2025-05-22,qwen-14b-chat,english,1046.4
2025-05-22,gemma-1.1-2b-it,english,1042.55
2025-05-22,stripedhyena-nous-7b,english,1042.44
2025-05-22,mistral-7b-instruct,english,1037.23
2025-05-22,palm-2,english,1034.9
2025-05-22,vicuna-7b,english,1017.94
2025-05-22,gemma-2b-it,english,1011.31
2025-05-22,qwen1.5-4b-chat,english,996.18
2025-05-22,koala-13b,english,990.47
2025-05-22,chatglm3-6b,english,977.93
2025-05-22,gpt4all-13b-snoozy,english,959.83
2025-05-22,chatglm2-6b,english,954.16
2025-05-22,mpt-7b-chat,english,945.16
2025-05-22,RWKV-4-Raven-14B,english,935.3
2025-05-22,alpaca-13b,english,921.6
2025-05-22,oasst-pythia-12b,english,916.68
2025-05-22,fastchat-t5-3b,english,899.93
2025-05-22,chatglm-6b,english,887.23
2025-05-22,stablelm-tuned-alpha-7b,english,859.64
2025-05-22,dolly-v2-12b,english,833.54
2025-05-22,llama-13b,english,808.09
2025-05-22,gemini-2.5-pro-preview-05-06,hard_6,1446.0
2025-05-22,gemini-2.5-pro-exp-03-25,hard_6,1426.01
2025-05-22,gemini-2.5-flash-preview-05-20,hard_6,1410.98
2025-05-22,o3-2025-04-16,hard_6,1402.28
2025-05-22,gemini-2.5-flash-preview-04-17,hard_6,1393.13
2025-05-22,grok-3-preview-02-24,hard_6,1388.45
2025-05-22,llama-4-maverick-03-26-experimental,hard_6,1384.16
2025-05-22,early-grok-3,hard_6,1377.48
2025-05-22,gpt-4.5-preview-2025-02-27,hard_6,1376.38
2025-05-22,chatgpt-4o-latest-20250326,hard_6,1373.76
2025-05-22,gemini-2.0-pro-exp-02-05,hard_6,1361.75
2025-05-22,gpt-4.1-2025-04-14,hard_6,1356.88
