Date,Author,Tokens,Share
2026-01-22,inception,0.017418,1.614e-05
2026-01-22,inflection,0.00055,5.1e-07
2026-01-22,kwaipilot,0.114471,0.0001061
2026-01-22,liquid,0.047711,4.422e-05
2026-01-22,mancer,0.000537,5e-07
2026-01-22,meituan,0.150293,0.00013931
2026-01-22,meta-llama,14.34062,0.0132924
2026-01-22,microsoft,0.420199,0.00038948
2026-01-22,minimax,16.50138,0.01529521
2026-01-22,mistralai,18.625181,0.01726378
2026-01-22,moonshotai,6.207517,0.00575378
2026-01-22,morph,0.129377,0.00011992
2026-01-22,neversleep,0.01506,1.396e-05
2026-01-22,nex-agi,0.401985,0.0003726
2026-01-22,nousresearch,0.436652,0.00040474
2026-01-22,nvidia,1.818074,0.00168518
2026-01-22,openai,159.407684,0.14775581
2026-01-22,opengvlab,0.035044,3.248e-05
2026-01-22,perplexity,0.867992,0.00080455
2026-01-22,prime-intellect,0.007464,6.92e-06
2026-01-22,qwen,39.407035,0.03652659
2026-01-22,raifle,0.002152,1.99e-06
2026-01-22,relace,0.044994,4.171e-05
2026-01-22,sao10k,1.007042,0.00093343
2026-01-22,switchpoint,0.000508,4.7e-07
2026-01-22,tencent,0.002496,2.31e-06
2026-01-22,thedrummer,0.614455,0.00056954
2026-01-22,tngtech,18.131458,0.01680614
2026-01-22,undi95,0.033687,3.122e-05
2026-01-22,writer,0.064765,6.003e-05
2026-01-22,x-ai,158.125431,0.14656728
2026-01-22,xiaomi,1.115729,0.00103418
2026-01-22,z-ai,27.82561,0.0257917
2026-01-23,ai21,0.007455,7.26e-06
2026-01-23,aion-labs,0.074,7.203e-05
2026-01-23,alfredpros,0.00036,3.5e-07
2026-01-23,alibaba,0.58866,0.00057303
2026-01-23,allenai,0.061201,5.958e-05
2026-01-23,alpindale,0.000678,6.6e-07
2026-01-23,amazon,1.115757,0.00108613
2026-01-23,anthracite-org,0.006684,6.51e-06
2026-01-23,anthropic,202.683176,0.19730064
2026-01-23,arcee-ai,0.139879,0.00013616
2026-01-23,baidu,0.019506,1.899e-05
2026-01-23,bytedance,0.011588,1.128e-05
2026-01-23,bytedance-seed,1.576821,0.00153495
2026-01-23,cognitivecomputations,0.049934,4.861e-05
2026-01-23,cohere,1.270258,0.00123652
2026-01-23,deepcogito,0.008633,8.4e-06
2026-01-23,deepseek,99.091584,0.09646007
2026-01-23,eleutherai,2.1e-05,2e-08
2026-01-23,essentialai,0.001718,1.67e-06
2026-01-23,google,285.784003,0.2781946
2026-01-23,gryphe,0.222316,0.00021641
2026-01-23,ibm-granite,0.076859,7.482e-05
2026-01-23,inception,0.006778,6.6e-06
2026-01-23,inflection,0.000605,5.9e-07
2026-01-23,kwaipilot,0.373658,0.00036373
2026-01-23,liquid,0.044591,4.341e-05
2026-01-23,mancer,0.0005,4.9e-07
2026-01-23,meituan,0.140705,0.00013697
2026-01-23,meta-llama,14.301486,0.01392169
2026-01-23,microsoft,0.354351,0.00034494
2026-01-23,minimax,16.447913,0.01601112
2026-01-23,mistralai,18.588517,0.01809487
2026-01-23,moonshotai,6.791583,0.00661122
2026-01-23,morph,0.119546,0.00011637
2026-01-23,neversleep,0.018113,1.763e-05
2026-01-23,nex-agi,0.364955,0.00035526
2026-01-23,nousresearch,0.428603,0.00041722
2026-01-23,nvidia,2.385628,0.00232227
2026-01-23,openai,125.491768,0.12215916
2026-01-23,opengvlab,0.029592,2.881e-05
2026-01-23,perplexity,0.578805,0.00056343
2026-01-23,prime-intellect,0.007943,7.73e-06
2026-01-23,qwen,54.331998,0.05288913
2026-01-23,raifle,0.001049,1.02e-06
2026-01-23,relace,0.030244,2.944e-05
2026-01-23,sao10k,0.918958,0.00089455
2026-01-23,switchpoint,0.000526,5.1e-07
2026-01-23,tencent,0.002137,2.08e-06
2026-01-23,thedrummer,0.617966,0.00060156
2026-01-23,tngtech,16.849222,0.01640177
2026-01-23,undi95,0.034254,3.334e-05
2026-01-23,writer,0.0534,5.198e-05
2026-01-23,x-ai,144.946044,0.1410968
2026-01-23,xiaomi,1.372175,0.00133573
2026-01-23,z-ai,28.856205,0.02808989
2026-01-24,ai21,0.003673,4.34e-06
2026-01-24,aion-labs,0.067402,7.971e-05
2026-01-24,alfredpros,0.000321,3.8e-07
2026-01-24,alibaba,0.013725,1.623e-05
2026-01-24,allenai,0.157422,0.00018617
2026-01-24,alpindale,0.00091,1.08e-06
2026-01-24,amazon,0.472392,0.00055866
2026-01-24,anthracite-org,0.006114,7.23e-06
2026-01-24,anthropic,122.138317,0.14444345
2026-01-24,arcee-ai,0.106088,0.00012546
2026-01-24,baidu,0.024126,2.853e-05
2026-01-24,bytedance,0.017052,2.017e-05
2026-01-24,bytedance-seed,2.525697,0.00298694
2026-01-24,cognitivecomputations,0.045088,5.332e-05
2026-01-24,cohere,0.510308,0.0006035
2026-01-24,deepcogito,0.015671,1.853e-05
2026-01-24,deepseek,101.035744,0.11948708
2026-01-24,eleutherai,0.000373,4.4e-07
2026-01-24,essentialai,0.000406,4.8e-07
2026-01-24,google,224.123847,0.26505377
2026-01-24,gryphe,0.23536,0.00027834
2026-01-24,ibm-granite,0.087091,0.000103
2026-01-24,inception,0.008745,1.034e-05
2026-01-24,inflection,0.000644,7.6e-07
2026-01-24,kwaipilot,0.310009,0.00036662
2026-01-24,liquid,0.050963,6.027e-05
2026-01-24,mancer,0.000961,1.14e-06
2026-01-24,meituan,0.14031,0.00016593
2026-01-24,meta-llama,14.373759,0.01699872
2026-01-24,microsoft,0.186159,0.00022016
2026-01-24,minimax,14.488145,0.017134
2026-01-24,mistralai,24.352486,0.02879978
2026-01-24,moonshotai,6.147791,0.00727051
2026-01-24,morph,0.111344,0.00013168
2026-01-24,neversleep,0.022563,2.668e-05
2026-01-24,nex-agi,0.385034,0.00045535
2026-01-24,nousresearch,0.513417,0.00060718
2026-01-24,nvidia,2.583552,0.00305537
2026-01-24,openai,101.49346,0.12002839
2026-01-24,opengvlab,0.025038,2.961e-05
2026-01-24,perplexity,0.478406,0.00056577
2026-01-24,prime-intellect,0.006258,7.4e-06
2026-01-24,qwen,38.107261,0.04506648
2026-01-24,raifle,0.001452,1.72e-06
2026-01-24,relace,0.006615,7.82e-06
2026-01-24,sao10k,0.910569,0.00107686
2026-01-24,switchpoint,0.000467,5.5e-07
2026-01-24,tencent,0.002327,2.75e-06
2026-01-24,thedrummer,0.645365,0.00076322
2026-01-24,tngtech,17.612374,0.02082878
2026-01-24,undi95,0.039659,4.69e-05
2026-01-24,writer,0.036109,4.27e-05
2026-01-24,x-ai,144.426636,0.1708021
2026-01-24,xiaomi,1.264036,0.00149488
2026-01-24,z-ai,25.25975,0.02987273
2026-01-25,ai21,0.003667,4.38e-06
2026-01-25,aion-labs,0.082172,9.814e-05
2026-01-25,alfredpros,0.000738,8.8e-07
2026-01-25,alibaba,0.13244,0.00015818
2026-01-25,allenai,0.106743,0.00012749
2026-01-25,alpindale,0.000644,7.7e-07
2026-01-25,amazon,0.433389,0.00051763
2026-01-25,anthracite-org,0.006099,7.28e-06
2026-01-25,anthropic,123.575021,0.14759533
2026-01-25,arcee-ai,0.112475,0.00013434
2026-01-25,baidu,0.022015,2.629e-05
2026-01-25,bytedance,0.024761,2.957e-05
2026-01-25,bytedance-seed,1.628761,0.00194536
2026-01-25,cognitivecomputations,0.067599,8.074e-05
2026-01-25,cohere,0.395597,0.00047249
2026-01-25,deepcogito,0.007377,8.81e-06
2026-01-25,deepseek,99.100589,0.11836359
2026-01-25,eleutherai,0.000868,1.04e-06
2026-01-25,essentialai,0.000794,9.5e-07
2026-01-25,google,236.147643,0.28204962
2026-01-25,gryphe,0.243747,0.00029113
2026-01-25,ibm-granite,0.092907,0.00011097
2026-01-25,inception,0.011753,1.404e-05
2026-01-25,inflection,0.001033,1.23e-06
2026-01-25,kwaipilot,0.229688,0.00027433
2026-01-25,liquid,0.078336,9.356e-05
2026-01-25,mancer,0.000717,8.6e-07
2026-01-25,meituan,0.113939,0.00013609
2026-01-25,meta-llama,14.517043,0.01733884
2026-01-25,microsoft,0.180491,0.00021557
2026-01-25,minimax,15.468403,0.01847513
2026-01-25,mistralai,19.63264,0.0234488
2026-01-25,moonshotai,7.114886,0.00849787
2026-01-25,morph,0.113775,0.00013589
2026-01-25,neversleep,0.018459,2.205e-05
2026-01-25,nex-agi,0.427173,0.00051021
2026-01-25,nousresearch,0.527783,0.00063037
2026-01-25,nvidia,1.849869,0.00220944
2026-01-25,openai,104.968885,0.12537256
2026-01-25,opengvlab,0.012988,1.551e-05
2026-01-25,others,802.247476,0.09983907
2026-01-25,perplexity,0.511655,0.00061111
2026-01-25,prime-intellect,0.004521,5.4e-06
2026-01-25,qwen,36.628739,0.04374857
2026-01-25,raifle,0.00112,1.34e-06
2026-01-25,relace,0.010183,1.216e-05
2026-01-25,sao10k,0.984949,0.0011764
2026-01-25,switchpoint,0.00082,9.8e-07
2026-01-25,tencent,0.002109,2.52e-06
2026-01-25,thedrummer,0.646852,0.00077259
2026-01-25,tngtech,19.566168,0.02336941
2026-01-25,undi95,0.04019,4.8e-05
2026-01-25,writer,0.030815,3.68e-05
2026-01-25,x-ai,122.80244,0.14667257
2026-01-25,xiaomi,1.9951,0.0023829
2026-01-25,z-ai,26.576086,0.0317419
2026-01-26,ai21,0.011912,1.104e-05
2026-01-26,aion-labs,0.157458,0.0001459
2026-01-26,alfredpros,0.001281,1.19e-06
2026-01-26,alibaba,0.17733,0.00016432
2026-01-26,allenai,0.149074,0.00013813
2026-01-26,alpindale,0.000511,4.7e-07
2026-01-26,amazon,0.776168,0.0007192
2026-01-26,anthracite-org,0.00469,4.35e-06
2026-01-26,anthropic,207.54016,0.19230869
2026-01-26,arcee-ai,0.232229,0.00021519
2026-01-26,baidu,0.020068,1.86e-05
2026-01-26,bytedance,0.015243,1.412e-05
2026-01-26,bytedance-seed,1.2636,0.00117086
2026-01-26,cognitivecomputations,0.073052,6.769e-05
2026-01-26,cohere,1.286449,0.00119204
2026-01-26,deepcogito,0.009858,9.13e-06
2026-01-26,deepseek,109.747502,0.10169308
2026-01-26,eleutherai,0.000652,6e-07
2026-01-26,essentialai,0.000757,7e-07
2026-01-26,google,304.508434,0.28216042
2026-01-26,gryphe,0.217563,0.0002016
2026-01-26,ibm-granite,0.074493,6.903e-05
2026-01-26,inception,0.013694,1.269e-05
2026-01-26,inflection,0.000756,7e-07
2026-01-26,kwaipilot,0.16709,0.00015483
2026-01-26,liquid,0.202755,0.00018787
2026-01-26,mancer,0.000678,6.3e-07
2026-01-26,meituan,0.147113,0.00013632
2026-01-26,meta-llama,16.155477,0.01496982
2026-01-26,microsoft,0.254761,0.00023606
2026-01-26,minimax,22.791677,0.02111899
2026-01-26,mistralai,19.735292,0.01828691
2026-01-26,moonshotai,7.50623,0.00695534
2026-01-26,morph,0.165014,0.0001529
2026-01-26,neversleep,0.022013,2.04e-05
2026-01-26,nex-agi,0.44035,0.00040803
2026-01-26,nousresearch,0.440797,0.00040845
2026-01-26,nvidia,2.203429,0.00204172
2026-01-26,openai,136.600846,0.12657565
2026-01-26,opengvlab,0.051461,4.768e-05
2026-01-26,others,749.985529,0.09090806
2026-01-26,perplexity,0.755406,0.00069997
2026-01-26,prime-intellect,0.004154,3.85e-06
2026-01-26,qwen,42.169899,0.03907503
2026-01-26,raifle,0.001783,1.65e-06
2026-01-26,relace,0.006529,6.05e-06
2026-01-26,sao10k,0.937349,0.00086856
2026-01-26,switchpoint,0.001167,1.08e-06
2026-01-26,tencent,0.002329,2.16e-06
2026-01-26,thedrummer,0.656147,0.00060799
2026-01-26,tngtech,20.681193,0.01916339
2026-01-26,undi95,0.04621,4.282e-05
2026-01-26,writer,0.036215,3.356e-05
2026-01-26,x-ai,145.15107,0.13449837
2026-01-26,xiaomi,3.720462,0.00344742
2026-01-26,z-ai,31.865385,0.02952677
2026-01-27,ai21,0.017237,1.448e-05
2026-01-27,aion-labs,0.125593,0.00010551
2026-01-27,alfredpros,0.000402,3.4e-07
2026-01-27,alibaba,1.44617,0.00121486
2026-01-27,allenai,0.186648,0.00015679
2026-01-27,alpindale,0.000435,3.7e-07
2026-01-27,amazon,1.017908,0.0008551
2026-01-27,anthracite-org,0.004706,3.95e-06
2026-01-27,anthropic,205.48716,0.17262062
2026-01-27,arcee-ai,0.378458,0.00031793
2026-01-27,baidu,0.027095,2.276e-05
2026-01-27,bytedance,0.017963,1.509e-05
2026-01-27,bytedance-seed,1.422369,0.00119487
2026-01-27,cognitivecomputations,0.051985,4.367e-05
2026-01-27,cohere,1.086555,0.00091277
2026-01-27,deepcogito,0.015498,1.302e-05
2026-01-27,deepseek,117.684914,0.09886186
2026-01-27,eleutherai,2e-05,2e-08
2026-01-27,essentialai,0.000458,3.8e-07
2026-01-27,google,329.84928,0.2770917
2026-01-27,gryphe,0.162654,0.00013664
2026-01-27,ibm-granite,0.11377,9.557e-05
2026-01-27,inception,0.017459,1.467e-05
2026-01-27,inflection,0.000787,6.6e-07
2026-01-27,kwaipilot,0.183173,0.00015388
2026-01-27,liquid,0.383607,0.00032225
2026-01-27,mancer,0.000422,3.5e-07
2026-01-27,meituan,0.148075,0.00012439
2026-01-27,meta-llama,17.59232,0.01477852
2026-01-27,microsoft,0.302411,0.00025404
2026-01-27,minimax,32.110735,0.0269748
2026-01-27,mistralai,21.850076,0.01835528
2026-01-27,moonshotai,25.805825,0.02167832
2026-01-27,morph,0.167229,0.00014048
2026-01-27,neversleep,0.012531,1.053e-05
2026-01-27,nex-agi,0.29391,0.0002469
2026-01-27,nousresearch,0.451593,0.00037936
2026-01-27,nvidia,3.231557,0.00271469
2026-01-27,openai,163.437308,0.13729641
2026-01-27,opengvlab,0.09193,7.723e-05
2026-01-27,perplexity,0.70732,0.00059419
2026-01-27,prime-intellect,0.006714,5.64e-06
2026-01-27,qwen,39.752346,0.03339418
2026-01-27,raifle,0.000929,7.8e-07
2026-01-27,relace,0.006911,5.81e-06
2026-01-27,sao10k,0.961705,0.00080789
2026-01-27,switchpoint,0.001119,9.4e-07
2026-01-27,tencent,0.014358,1.206e-05
2026-01-27,thedrummer,0.659328,0.00055387
2026-01-27,tngtech,21.286463,0.01788181
2026-01-27,undi95,0.041848,3.515e-05
2026-01-27,upstage,0.529775,0.00044504
2026-01-27,writer,0.028551,2.398e-05
2026-01-27,x-ai,158.578382,0.13321464
2026-01-27,xiaomi,9.2988,0.00781151
2026-01-27,z-ai,33.344786,0.02801147
2026-01-28,ai21,0.017368,1.345e-05
2026-01-28,aion-labs,0.075404,5.838e-05
2026-01-28,alibaba,0.217662,0.00016852
2026-01-28,allenai,0.066258,5.13e-05
2026-01-28,alpindale,0.000568,4.4e-07
2026-01-28,amazon,0.963624,0.00074606
2026-01-28,anthracite-org,0.00579,4.48e-06
2026-01-28,anthropic,217.534103,0.16841931
2026-01-28,arcee-ai,11.857208,0.00918009
2026-01-28,baidu,0.014414,1.116e-05
2026-01-28,bytedance,0.024364,1.886e-05
2026-01-28,bytedance-seed,1.222547,0.00094652
2026-01-28,cognitivecomputations,0.052261,4.046e-05
2026-01-28,cohere,1.032354,0.00079927
2026-01-28,deepcogito,0.008803,6.82e-06
2026-01-28,deepseek,109.760188,0.08497856
2026-01-28,essentialai,0.000428,3.3e-07
2026-01-28,google,338.442873,0.26202932
2026-01-28,gryphe,0.229462,0.00017765
2026-01-28,ibm-granite,0.104652,8.102e-05
2026-01-28,inception,0.016084,1.245e-05
2026-01-28,inflection,0.000916,7.1e-07
2026-01-28,kwaipilot,0.239142,0.00018515
2026-01-28,liquid,0.871743,0.00067492
2026-01-28,mancer,0.000579,4.5e-07
2026-01-28,meituan,0.131728,0.00010199
2026-01-28,meta-llama,17.828866,0.01380347
2026-01-28,microsoft,0.234702,0.00018171
2026-01-28,minimax,34.706843,0.02687074
2026-01-28,mistralai,21.369254,0.01654451
2026-01-28,moonshotai,69.225595,0.05359586
2026-01-28,morph,0.160608,0.00012435
2026-01-28,neversleep,0.0099,7.66e-06
2026-01-28,nex-agi,0.240015,0.00018582
2026-01-28,nousresearch,0.435822,0.00033742
2026-01-28,nvidia,3.219706,0.00249276
2026-01-28,openai,200.017023,0.15485723
2026-01-28,opengvlab,0.093825,7.264e-05
2026-01-28,perplexity,0.869724,0.00067336
2026-01-28,prime-intellect,0.021229,1.644e-05
2026-01-28,qwen,42.65529,0.03302459
2026-01-28,raifle,0.000786,6.1e-07
2026-01-28,relace,0.008496,6.58e-06
2026-01-28,sao10k,0.943584,0.00073054
2026-01-28,switchpoint,0.001491,1.15e-06
2026-01-28,tencent,0.002183,1.69e-06
2026-01-28,thedrummer,0.571745,0.00044266
2026-01-28,tngtech,21.241464,0.01644557
2026-01-28,undi95,0.036085,2.794e-05
2026-01-28,upstage,0.493128,0.00038179
2026-01-28,writer,0.025131,1.946e-05
2026-01-28,x-ai,145.595222,0.11272277
2026-01-28,xiaomi,9.142915,0.00707863
2026-01-28,z-ai,39.58098,0.0306444
2026-01-29,ai21,0.0108,8.14e-06
2026-01-29,aion-labs,0.065705,4.952e-05
2026-01-29,alibaba,0.277164,0.00020887
2026-01-29,allenai,0.089295,6.729e-05
2026-01-29,alpindale,0.000618,4.7e-07
2026-01-29,amazon,0.724263,0.00054581
2026-01-29,anthracite-org,0.005708,4.3e-06
2026-01-29,anthropic,232.055529,0.17487836
2026-01-29,arcee-ai,14.17242,0.01068042
2026-01-29,baidu,0.01375,1.036e-05
2026-01-29,bytedance,0.019939,1.503e-05
2026-01-29,bytedance-seed,0.659037,0.00049665
2026-01-29,cognitivecomputations,0.054013,4.07e-05
2026-01-29,cohere,1.142217,0.00086078
2026-01-29,deepcogito,0.014518,1.094e-05
2026-01-29,deepseek,107.93685,0.08134182
2026-01-29,eleutherai,6e-06,0.0
2026-01-29,essentialai,0.000305,2.3e-07
2026-01-29,google,329.965712,0.24866402
2026-01-29,gryphe,0.230537,0.00017373
2026-01-29,ibm-granite,0.083899,6.323e-05
2026-01-29,inception,0.015131,1.14e-05
2026-01-29,inflection,0.000559,4.2e-07
2026-01-29,kwaipilot,0.129525,9.761e-05
2026-01-29,liquid,0.786495,0.00059271
2026-01-29,mancer,0.000506,3.8e-07
2026-01-29,meituan,0.127923,9.64e-05
2026-01-29,meta-llama,14.914879,0.01123994
2026-01-29,microsoft,0.206916,0.00015593
2026-01-29,minimax,49.532714,0.03732813
2026-01-29,mistralai,22.849425,0.01721946
2026-01-29,moonshotai,90.262993,0.0680227
2026-01-29,morph,0.168485,0.00012697
2026-01-29,neversleep,0.01123,8.46e-06
2026-01-29,nex-agi,0.378827,0.00028549
2026-01-29,nousresearch,0.432765,0.00032613
2026-01-29,nvidia,3.102265,0.00233788
2026-01-29,openai,187.624344,0.14139476
2026-01-29,opengvlab,0.10879,8.198e-05
2026-01-29,perplexity,0.765609,0.00057697
2026-01-29,prime-intellect,0.032181,2.425e-05
2026-01-29,qwen,48.796207,0.0367731
2026-01-29,raifle,0.000156,1.2e-07
2026-01-29,relace,0.006793,5.12e-06
2026-01-29,sao10k,0.988016,0.00074457
2026-01-29,switchpoint,0.001889,1.42e-06
2026-01-29,tencent,0.009163,6.91e-06
2026-01-29,thedrummer,0.567856,0.00042794
2026-01-29,tngtech,20.996562,0.01582313
2026-01-29,undi95,0.035562,2.68e-05
2026-01-29,upstage,0.462,0.00034817
2026-01-29,writer,0.031747,2.392e-05
2026-01-29,x-ai,146.308229,0.11025871
2026-01-29,xiaomi,8.01016,0.0060365
2026-01-29,z-ai,41.76578,0.03147493
2026-01-30,ai21,0.006755,5.42e-06
2026-01-30,aion-labs,0.06769,5.433e-05
2026-01-30,alfredpros,0.000223,1.8e-07
2026-01-30,alibaba,0.980953,0.00078729
2026-01-30,allenai,0.060079,4.822e-05
2026-01-30,alpindale,0.000361,2.9e-07
2026-01-30,amazon,0.705364,0.00056611
2026-01-30,anthracite-org,0.0068,5.46e-06
2026-01-30,anthropic,206.035447,0.1653584
2026-01-30,arcee-ai,27.533211,0.0220974
2026-01-30,baidu,0.009073,7.28e-06
2026-01-30,bytedance,0.014263,1.145e-05
2026-01-30,bytedance-seed,1.126608,0.00090418
2026-01-30,cognitivecomputations,0.044798,3.595e-05
2026-01-30,cohere,0.888751,0.00071329
2026-01-30,deepcogito,0.009453,7.59e-06
2026-01-30,deepseek,108.740308,0.08727199
2026-01-30,eleutherai,5.7e-05,5e-08
2026-01-30,essentialai,0.000973,7.8e-07
2026-01-30,google,306.307792,0.24583423
2026-01-30,gryphe,0.225842,0.00018125
2026-01-30,ibm-granite,0.106392,8.539e-05
2026-01-30,inception,0.021567,1.731e-05
2026-01-30,inflection,0.000491,3.9e-07
2026-01-30,kwaipilot,0.120709,9.688e-05
2026-01-30,liquid,1.106053,0.00088769
2026-01-30,mancer,0.001048,8.4e-07
2026-01-30,meituan,0.125582,0.00010079
2026-01-30,meta-llama,12.740867,0.01022547
2026-01-30,microsoft,0.204099,0.0001638
2026-01-30,minimax,33.678182,0.02702919
2026-01-30,mistralai,22.945332,0.01841529
2026-01-30,moonshotai,68.079578,0.0546388
2026-01-30,morph,0.170165,0.00013657
2026-01-30,neversleep,0.009023,7.24e-06
2026-01-30,nex-agi,0.34434,0.00027636
2026-01-30,nousresearch,0.477406,0.00038315
2026-01-30,nvidia,2.847833,0.00228559
2026-01-30,openai,184.299931,0.14791407
2026-01-30,opengvlab,0.169767,0.00013625
2026-01-30,perplexity,0.743258,0.00059652
2026-01-30,prime-intellect,0.012309,9.88e-06
2026-01-30,qwen,57.946241,0.04650606
2026-01-30,raifle,0.000632,5.1e-07
2026-01-30,relace,0.006244,5.01e-06
2026-01-30,sao10k,0.975673,0.00078305
2026-01-30,switchpoint,0.000995,8e-07
2026-01-30,tencent,0.002381,1.91e-06
2026-01-30,thedrummer,0.561978,0.00045103
2026-01-30,tngtech,20.454819,0.01641648
2026-01-30,undi95,0.038159,3.063e-05
2026-01-30,upstage,0.537532,0.00043141
2026-01-30,writer,0.024083,1.933e-05
2026-01-30,x-ai,132.350144,0.1062206
2026-01-30,xiaomi,11.092997,0.00890294
2026-01-30,z-ai,41.032618,0.03293165
2026-01-31,ai21,0.006529,6.18e-06
2026-01-31,aion-labs,0.080402,7.613e-05
2026-01-31,alfredpros,0.000534,5.1e-07
2026-01-31,alibaba,0.010432,9.88e-06
2026-01-31,allenai,0.073175,6.929e-05
2026-01-31,alpindale,0.000512,4.8e-07
2026-01-31,amazon,0.509947,0.00048287
2026-01-31,anthracite-org,0.004818,4.56e-06
2026-01-31,anthropic,151.605509,0.14355615
2026-01-31,arcee-ai,23.261176,0.02202614
2026-01-31,baidu,0.013756,1.303e-05
2026-01-31,bytedance,0.0086,8.14e-06
2026-01-31,bytedance-seed,1.558669,0.00147591
2026-01-31,cognitivecomputations,0.04159,3.938e-05
2026-01-31,cohere,0.368276,0.00034872
2026-01-31,deepcogito,0.009731,9.21e-06
2026-01-31,deepseek,111.81353,0.10587689
2026-01-31,eleutherai,3.3e-05,3e-08
2026-01-31,essentialai,0.001322,1.25e-06
2026-01-31,google,265.16483,0.25108614
2026-01-31,gryphe,0.174654,0.00016538
2026-01-31,ibm-granite,0.117106,0.00011089
2026-01-31,inception,0.018616,1.763e-05
2026-01-31,inflection,0.001572,1.49e-06
2026-01-31,kwaipilot,0.09683,9.169e-05
2026-01-31,liquid,1.078576,0.00102131
2026-01-31,mancer,0.00062,5.9e-07
2026-01-31,meituan,0.130735,0.00012379
2026-01-31,meta-llama,12.530045,0.01186477
2026-01-31,microsoft,0.137804,0.00013049
2026-01-31,minimax,33.313849,0.03154508
2026-01-31,mistralai,21.032827,0.01991611
2026-01-31,moonshotai,82.20042,0.07783606
2026-01-31,morph,0.101577,9.618e-05
2026-01-31,neversleep,0.013852,1.312e-05
2026-01-31,nex-agi,0.339573,0.00032154
2026-01-31,nousresearch,0.417249,0.0003951
2026-01-31,nvidia,2.680683,0.00253835
2026-01-31,openai,133.60151,0.12650806
2026-01-31,opengvlab,0.0524,4.962e-05
2026-01-31,perplexity,0.409809,0.00038805
2026-01-31,prime-intellect,0.004971,4.71e-06
2026-01-31,qwen,45.938361,0.0434993
2026-01-31,raifle,0.00068,6.4e-07
2026-01-31,relace,0.007664,7.26e-06
2026-01-31,sao10k,1.033012,0.00097817
2026-01-31,switchpoint,0.00036,3.4e-07
2026-01-31,tencent,0.016871,1.598e-05
2026-01-31,thedrummer,0.597662,0.00056593
2026-01-31,tngtech,20.64251,0.01954651
2026-01-31,undi95,0.040508,3.836e-05
2026-01-31,upstage,0.432336,0.00040938
2026-01-31,writer,0.02594,2.456e-05
2026-01-31,x-ai,101.092053,0.09572466
2026-01-31,xiaomi,6.176045,0.00584813
2026-01-31,z-ai,37.078501,0.03510985
2026-02-01,ai21,0.005209,4.55e-06
2026-02-01,aion-labs,0.072112,6.298e-05
2026-02-01,alfredpros,0.000164,1.4e-07
2026-02-01,alibaba,0.014185,1.239e-05
2026-02-01,allenai,0.174504,0.0001524
2026-02-01,alpindale,0.000764,6.7e-07
2026-02-01,amazon,0.370172,0.00032329
2026-02-01,anthracite-org,0.007259,6.34e-06
2026-02-01,anthropic,158.487871,0.1384139
2026-02-01,arcee-ai,29.854124,0.02607282
2026-02-01,baidu,0.007462,6.52e-06
2026-02-01,bytedance,0.012422,1.085e-05
2026-02-01,bytedance-seed,1.127462,0.00098466
2026-02-01,cognitivecomputations,0.033914,2.962e-05
2026-02-01,cohere,0.568954,0.00049689
2026-02-01,deepcogito,0.017096,1.493e-05
2026-02-01,deepseek,122.366493,0.10686763
2026-02-01,eleutherai,2.6e-05,2e-08
2026-02-01,essentialai,0.007694,6.72e-06
2026-02-01,google,285.299173,0.24916337
2026-02-01,gryphe,0.176033,0.00015374
2026-02-01,ibm-granite,0.075677,6.609e-05
2026-02-01,inception,0.019414,1.696e-05
2026-02-01,inflection,0.002119,1.85e-06
2026-02-01,kwaipilot,0.186638,0.000163
2026-02-01,liquid,0.959629,0.00083808
2026-02-01,mancer,0.000802,7e-07
2026-02-01,meituan,0.147276,0.00012862
2026-02-01,meta-llama,19.813356,0.01730381
2026-02-01,microsoft,0.151732,0.00013251
2026-02-01,minimax,42.022188,0.03669969
2026-02-01,mistralai,22.018571,0.01922971
2026-02-01,moonshotai,86.13256,0.07522307
2026-02-01,morph,0.094647,8.266e-05
2026-02-01,neversleep,0.010508,9.18e-06
2026-02-01,nex-agi,0.430738,0.00037618
2026-02-01,nousresearch,0.43712,0.00038175
2026-02-01,nvidia,2.848811,0.00248798
2026-02-01,openai,153.171737,0.1337711
2026-02-01,opengvlab,0.044713,3.905e-05
2026-02-01,others,901.44315,0.09411826
2026-02-01,perplexity,0.486276,0.00042468
2026-02-01,prime-intellect,0.01025,8.95e-06
2026-02-01,qwen,43.71901,0.03818159
2026-02-01,raifle,0.001124,9.8e-07
2026-02-01,relace,0.006848,5.98e-06
2026-02-01,sao10k,1.058763,0.00092466
2026-02-01,switchpoint,0.000643,5.6e-07
2026-02-01,tencent,0.00511,4.46e-06
2026-02-01,thedrummer,0.583251,0.00050938
2026-02-01,tngtech,23.414611,0.02044893
2026-02-01,undi95,0.046148,4.03e-05
2026-02-01,upstage,0.436106,0.00038087
2026-02-01,writer,0.029022,2.535e-05
2026-02-01,x-ai,106.054343,0.09262157
2026-02-01,xiaomi,5.019264,0.00438353
2026-02-01,z-ai,36.986473,0.03230179
2026-02-02,ai21,0.013197,1.019e-05
2026-02-02,aion-labs,0.068608,5.297e-05
2026-02-02,alfredpros,6.5e-05,5e-08
2026-02-02,alibaba,0.129821,0.00010022
2026-02-02,allenai,0.301138,0.00023248
2026-02-02,alpindale,0.003346,2.58e-06
2026-02-02,amazon,0.72948,0.00056317
2026-02-02,anthracite-org,0.006984,5.39e-06
